source,method,path,suite,task_name,alpha,run_name,agent_profile,seed,avg_budget_topk_hp1,budget_std_hp1,rare_client_budget_hp1,bridge_block_recall_hp1,early_evidence_recall_hp1,target_block_recall_hp1,selection_diversity_hp1,hp1_multihop_score,event_count,run_dir,output_dir,avg_topk,budget_std
bsp,adaptive_v6,/home/iiserver31/projects/FedE4RAG-main/V7-agent-BSP/analysis/strict_runs/v7bsp_main/num5_dir_a03_imb00_ts0_v7hp1/adaptive-v6_k3_w1_s0_enc0_score-downstream_value_budget-adaptive_v6_hist5_client1_block1_hard1_util1_ep1_cov1_mem1_dyn0_ecw000_slotdyn_pmf1r1i1bg1dh0/hp1_strict_metrics.json,v7bsp_main,num5_dir_a03_imb00_ts0_v7hp1,0.3,adaptive-v6_k3_w1_s0_enc0_score-downstream_value_budget-adaptive_v6_hist5_client1_block1_hard1_util1_ep1_cov1_mem1_dyn0_ecw000_slotdyn_pmf1r1i1bg1dh0,hp1_baseline_adaptive_v6,0,3.0,0.0,3.0,0.5818181818181823,0.0,0.2909090909090912,0.4,0.40690909090909105,55,/home/iiserver31/projects/FedE4RAG-main/V7-agent-BSP/outputs/pprag_fl_v7agentbsp/v7bsp_main/num5_dir_a03_imb00_ts0_v7hp1/adaptive-v6_k3_w1_s0_enc0_score-downstream_value_budget-adaptive_v6_hist5_client1_block1_hard1_util1_ep1_cov1_mem1_dyn0_ecw000_slotdyn_pmf1r1i1bg1dh0,/home/iiserver31/projects/FedE4RAG-main/V7-agent-BSP/analysis/strict_runs/v7bsp_main/num5_dir_a03_imb00_ts0_v7hp1/adaptive-v6_k3_w1_s0_enc0_score-downstream_value_budget-adaptive_v6_hist5_client1_block1_hard1_util1_ep1_cov1_mem1_dyn0_ecw000_slotdyn_pmf1r1i1bg1dh0,3.0,0.0
bsp,adaptive_v6,/home/iiserver31/projects/FedE4RAG-main/V7-agent-BSP/analysis/strict_runs/v7bsp_main/num5_dir_a03_imb00_ts0_v7hp1/adaptive-v6_k3_w1_s1_enc0_score-downstream_value_budget-adaptive_v6_hist5_client1_block1_hard1_util1_ep1_cov1_mem1_dyn0_ecw000_slotdyn_pmf1r1i1bg1dh0/hp1_strict_metrics.json,v7bsp_main,num5_dir_a03_imb00_ts0_v7hp1,0.3,adaptive-v6_k3_w1_s1_enc0_score-downstream_value_budget-adaptive_v6_hist5_client1_block1_hard1_util1_ep1_cov1_mem1_dyn0_ecw000_slotdyn_pmf1r1i1bg1dh0,hp1_baseline_adaptive_v6,1,3.0,0.0,3.0,0.5745454545454551,0.0,0.28727272727272757,0.4,0.4040727272727275,55,/home/iiserver31/projects/FedE4RAG-main/V7-agent-BSP/outputs/pprag_fl_v7agentbsp/v7bsp_main/num5_dir_a03_imb00_ts0_v7hp1/adaptive-v6_k3_w1_s1_enc0_score-downstream_value_budget-adaptive_v6_hist5_client1_block1_hard1_util1_ep1_cov1_mem1_dyn0_ecw000_slotdyn_pmf1r1i1bg1dh0,/home/iiserver31/projects/FedE4RAG-main/V7-agent-BSP/analysis/strict_runs/v7bsp_main/num5_dir_a03_imb00_ts0_v7hp1/adaptive-v6_k3_w1_s1_enc0_score-downstream_value_budget-adaptive_v6_hist5_client1_block1_hard1_util1_ep1_cov1_mem1_dyn0_ecw000_slotdyn_pmf1r1i1bg1dh0,3.0,0.0
bsp,adaptive_v6,/home/iiserver31/projects/FedE4RAG-main/V7-agent-BSP/analysis/strict_runs/v7bsp_main/num5_dir_a03_imb00_ts0_v7hp1/adaptive-v6_k3_w1_s2_enc0_score-downstream_value_budget-adaptive_v6_hist5_client1_block1_hard1_util1_ep1_cov1_mem1_dyn0_ecw000_slotdyn_pmf1r1i1bg1dh0/hp1_strict_metrics.json,v7bsp_main,num5_dir_a03_imb00_ts0_v7hp1,0.3,adaptive-v6_k3_w1_s2_enc0_score-downstream_value_budget-adaptive_v6_hist5_client1_block1_hard1_util1_ep1_cov1_mem1_dyn0_ecw000_slotdyn_pmf1r1i1bg1dh0,hp1_baseline_adaptive_v6,2,3.0,0.0,3.0,0.596363636363637,0.0,0.2981818181818185,0.5,0.43258181818181846,55,/home/iiserver31/projects/FedE4RAG-main/V7-agent-BSP/outputs/pprag_fl_v7agentbsp/v7bsp_main/num5_dir_a03_imb00_ts0_v7hp1/adaptive-v6_k3_w1_s2_enc0_score-downstream_value_budget-adaptive_v6_hist5_client1_block1_hard1_util1_ep1_cov1_mem1_dyn0_ecw000_slotdyn_pmf1r1i1bg1dh0,/home/iiserver31/projects/FedE4RAG-main/V7-agent-BSP/analysis/strict_runs/v7bsp_main/num5_dir_a03_imb00_ts0_v7hp1/adaptive-v6_k3_w1_s2_enc0_score-downstream_value_budget-adaptive_v6_hist5_client1_block1_hard1_util1_ep1_cov1_mem1_dyn0_ecw000_slotdyn_pmf1r1i1bg1dh0,3.0,0.0
bsp,adaptive_v6,/home/iiserver31/projects/FedE4RAG-main/V7-agent-BSP/analysis/strict_runs/v7bsp_main/num5_dir_a03_imb00_ts0_v7hp1/adaptive-v6_k3_w1_s3_enc0_score-downstream_value_budget-adaptive_v6_hist5_client1_block1_hard1_util1_ep1_cov1_mem1_dyn0_ecw000_slotdyn_pmf1r1i1bg1dh0/hp1_strict_metrics.json,v7bsp_main,num5_dir_a03_imb00_ts0_v7hp1,0.3,adaptive-v6_k3_w1_s3_enc0_score-downstream_value_budget-adaptive_v6_hist5_client1_block1_hard1_util1_ep1_cov1_mem1_dyn0_ecw000_slotdyn_pmf1r1i1bg1dh0,hp1_baseline_adaptive_v6,3,3.0,0.0,3.0,0.5927272727272733,0.0,0.29636363636363666,0.4,0.41116363636363656,55,/home/iiserver31/projects/FedE4RAG-main/V7-agent-BSP/outputs/pprag_fl_v7agentbsp/v7bsp_main/num5_dir_a03_imb00_ts0_v7hp1/adaptive-v6_k3_w1_s3_enc0_score-downstream_value_budget-adaptive_v6_hist5_client1_block1_hard1_util1_ep1_cov1_mem1_dyn0_ecw000_slotdyn_pmf1r1i1bg1dh0,/home/iiserver31/projects/FedE4RAG-main/V7-agent-BSP/analysis/strict_runs/v7bsp_main/num5_dir_a03_imb00_ts0_v7hp1/adaptive-v6_k3_w1_s3_enc0_score-downstream_value_budget-adaptive_v6_hist5_client1_block1_hard1_util1_ep1_cov1_mem1_dyn0_ecw000_slotdyn_pmf1r1i1bg1dh0,3.0,0.0
bsp,adaptive_v6,/home/iiserver31/projects/FedE4RAG-main/V7-agent-BSP/analysis/strict_runs/v7bsp_main/num5_dir_a03_imb00_ts0_v7hp1/adaptive-v6_k3_w1_s4_enc0_score-downstream_value_budget-adaptive_v6_hist5_client1_block1_hard1_util1_ep1_cov1_mem1_dyn0_ecw000_slotdyn_pmf1r1i1bg1dh0/hp1_strict_metrics.json,v7bsp_main,num5_dir_a03_imb00_ts0_v7hp1,0.3,adaptive-v6_k3_w1_s4_enc0_score-downstream_value_budget-adaptive_v6_hist5_client1_block1_hard1_util1_ep1_cov1_mem1_dyn0_ecw000_slotdyn_pmf1r1i1bg1dh0,hp1_baseline_adaptive_v6,4,3.0,0.0,3.0,0.596363636363637,0.0,0.2981818181818185,0.4,0.41258181818181844,55,/home/iiserver31/projects/FedE4RAG-main/V7-agent-BSP/outputs/pprag_fl_v7agentbsp/v7bsp_main/num5_dir_a03_imb00_ts0_v7hp1/adaptive-v6_k3_w1_s4_enc0_score-downstream_value_budget-adaptive_v6_hist5_client1_block1_hard1_util1_ep1_cov1_mem1_dyn0_ecw000_slotdyn_pmf1r1i1bg1dh0,/home/iiserver31/projects/FedE4RAG-main/V7-agent-BSP/analysis/strict_runs/v7bsp_main/num5_dir_a03_imb00_ts0_v7hp1/adaptive-v6_k3_w1_s4_enc0_score-downstream_value_budget-adaptive_v6_hist5_client1_block1_hard1_util1_ep1_cov1_mem1_dyn0_ecw000_slotdyn_pmf1r1i1bg1dh0,3.0,0.0
bsp,agent_bsp_memory_bandit_reader,/home/iiserver31/projects/FedE4RAG-main/V7-agent-BSP/analysis/strict_runs/v7bsp_main/num5_dir_a03_imb00_ts0_v7hp1/agent-bsp-memory-bandit-reader_k3_w1_s0_enc0_score-downstream_value_budget-fixed_hist11_client1_block1_hard1_util1_ep1_cov1_mem1_dyn1_ecw000_slotdyn_pmf1r1i1bg1dh0/hp1_strict_metrics.json,v7bsp_main,num5_dir_a03_imb00_ts0_v7hp1,0.3,agent-bsp-memory-bandit-reader_k3_w1_s0_enc0_score-downstream_value_budget-fixed_hist11_client1_block1_hard1_util1_ep1_cov1_mem1_dyn1_ecw000_slotdyn_pmf1r1i1bg1dh0,v7bsp_memory_bandit_reader,0,3.0,0.0,3.0,0.407272727272727,0.38181818181818167,0.39454545454545437,0.8,0.5371999999999999,55,/home/iiserver31/projects/FedE4RAG-main/V7-agent-BSP/outputs/pprag_fl_v7agentbsp/v7bsp_main/num5_dir_a03_imb00_ts0_v7hp1/agent-bsp-memory-bandit-reader_k3_w1_s0_enc0_score-downstream_value_budget-fixed_hist11_client1_block1_hard1_util1_ep1_cov1_mem1_dyn1_ecw000_slotdyn_pmf1r1i1bg1dh0,/home/iiserver31/projects/FedE4RAG-main/V7-agent-BSP/analysis/strict_runs/v7bsp_main/num5_dir_a03_imb00_ts0_v7hp1/agent-bsp-memory-bandit-reader_k3_w1_s0_enc0_score-downstream_value_budget-fixed_hist11_client1_block1_hard1_util1_ep1_cov1_mem1_dyn1_ecw000_slotdyn_pmf1r1i1bg1dh0,3.0,0.0
bsp,agent_bsp_memory_bandit_reader,/home/iiserver31/projects/FedE4RAG-main/V7-agent-BSP/analysis/strict_runs/v7bsp_main/num5_dir_a03_imb00_ts0_v7hp1/agent-bsp-memory-bandit-reader_k3_w1_s1_enc0_score-downstream_value_budget-fixed_hist11_client1_block1_hard1_util1_ep1_cov1_mem1_dyn1_ecw000_slotdyn_pmf1r1i1bg1dh0/hp1_strict_metrics.json,v7bsp_main,num5_dir_a03_imb00_ts0_v7hp1,0.3,agent-bsp-memory-bandit-reader_k3_w1_s1_enc0_score-downstream_value_budget-fixed_hist11_client1_block1_hard1_util1_ep1_cov1_mem1_dyn1_ecw000_slotdyn_pmf1r1i1bg1dh0,v7bsp_memory_bandit_reader,1,3.0,0.0,3.0,0.407272727272727,0.38181818181818167,0.39454545454545437,0.9,0.5571999999999999,55,/home/iiserver31/projects/FedE4RAG-main/V7-agent-BSP/outputs/pprag_fl_v7agentbsp/v7bsp_main/num5_dir_a03_imb00_ts0_v7hp1/agent-bsp-memory-bandit-reader_k3_w1_s1_enc0_score-downstream_value_budget-fixed_hist11_client1_block1_hard1_util1_ep1_cov1_mem1_dyn1_ecw000_slotdyn_pmf1r1i1bg1dh0,/home/iiserver31/projects/FedE4RAG-main/V7-agent-BSP/analysis/strict_runs/v7bsp_main/num5_dir_a03_imb00_ts0_v7hp1/agent-bsp-memory-bandit-reader_k3_w1_s1_enc0_score-downstream_value_budget-fixed_hist11_client1_block1_hard1_util1_ep1_cov1_mem1_dyn1_ecw000_slotdyn_pmf1r1i1bg1dh0,3.0,0.0
bsp,agent_bsp_memory_bandit_reader,/home/iiserver31/projects/FedE4RAG-main/V7-agent-BSP/analysis/strict_runs/v7bsp_main/num5_dir_a03_imb00_ts0_v7hp1/agent-bsp-memory-bandit-reader_k3_w1_s2_enc0_score-downstream_value_budget-fixed_hist11_client1_block1_hard1_util1_ep1_cov1_mem1_dyn1_ecw000_slotdyn_pmf1r1i1bg1dh0/hp1_strict_metrics.json,v7bsp_main,num5_dir_a03_imb00_ts0_v7hp1,0.3,agent-bsp-memory-bandit-reader_k3_w1_s2_enc0_score-downstream_value_budget-fixed_hist11_client1_block1_hard1_util1_ep1_cov1_mem1_dyn1_ecw000_slotdyn_pmf1r1i1bg1dh0,v7bsp_memory_bandit_reader,2,3.0,0.0,3.0,0.4145454545454543,0.38181818181818167,0.39818181818181797,0.8,0.5400363636363635,55,/home/iiserver31/projects/FedE4RAG-main/V7-agent-BSP/outputs/pprag_fl_v7agentbsp/v7bsp_main/num5_dir_a03_imb00_ts0_v7hp1/agent-bsp-memory-bandit-reader_k3_w1_s2_enc0_score-downstream_value_budget-fixed_hist11_client1_block1_hard1_util1_ep1_cov1_mem1_dyn1_ecw000_slotdyn_pmf1r1i1bg1dh0,/home/iiserver31/projects/FedE4RAG-main/V7-agent-BSP/analysis/strict_runs/v7bsp_main/num5_dir_a03_imb00_ts0_v7hp1/agent-bsp-memory-bandit-reader_k3_w1_s2_enc0_score-downstream_value_budget-fixed_hist11_client1_block1_hard1_util1_ep1_cov1_mem1_dyn1_ecw000_slotdyn_pmf1r1i1bg1dh0,3.0,0.0
bsp,agent_bsp_memory_bandit_reader,/home/iiserver31/projects/FedE4RAG-main/V7-agent-BSP/analysis/strict_runs/v7bsp_main/num5_dir_a03_imb00_ts0_v7hp1/agent-bsp-memory-bandit-reader_k3_w1_s3_enc0_score-downstream_value_budget-fixed_hist11_client1_block1_hard1_util1_ep1_cov1_mem1_dyn1_ecw000_slotdyn_pmf1r1i1bg1dh0/hp1_strict_metrics.json,v7bsp_main,num5_dir_a03_imb00_ts0_v7hp1,0.3,agent-bsp-memory-bandit-reader_k3_w1_s3_enc0_score-downstream_value_budget-fixed_hist11_client1_block1_hard1_util1_ep1_cov1_mem1_dyn1_ecw000_slotdyn_pmf1r1i1bg1dh0,v7bsp_memory_bandit_reader,3,3.0,0.0,3.0,0.41818181818181793,0.38181818181818167,0.39999999999999974,0.8,0.5414545454545454,55,/home/iiserver31/projects/FedE4RAG-main/V7-agent-BSP/outputs/pprag_fl_v7agentbsp/v7bsp_main/num5_dir_a03_imb00_ts0_v7hp1/agent-bsp-memory-bandit-reader_k3_w1_s3_enc0_score-downstream_value_budget-fixed_hist11_client1_block1_hard1_util1_ep1_cov1_mem1_dyn1_ecw000_slotdyn_pmf1r1i1bg1dh0,/home/iiserver31/projects/FedE4RAG-main/V7-agent-BSP/analysis/strict_runs/v7bsp_main/num5_dir_a03_imb00_ts0_v7hp1/agent-bsp-memory-bandit-reader_k3_w1_s3_enc0_score-downstream_value_budget-fixed_hist11_client1_block1_hard1_util1_ep1_cov1_mem1_dyn1_ecw000_slotdyn_pmf1r1i1bg1dh0,3.0,0.0
bsp,agent_bsp_memory_bandit_reader,/home/iiserver31/projects/FedE4RAG-main/V7-agent-BSP/analysis/strict_runs/v7bsp_main/num5_dir_a03_imb00_ts0_v7hp1/agent-bsp-memory-bandit-reader_k3_w1_s4_enc0_score-downstream_value_budget-fixed_hist11_client1_block1_hard1_util1_ep1_cov1_mem1_dyn1_ecw000_slotdyn_pmf1r1i1bg1dh0/hp1_strict_metrics.json,v7bsp_main,num5_dir_a03_imb00_ts0_v7hp1,0.3,agent-bsp-memory-bandit-reader_k3_w1_s4_enc0_score-downstream_value_budget-fixed_hist11_client1_block1_hard1_util1_ep1_cov1_mem1_dyn1_ecw000_slotdyn_pmf1r1i1bg1dh0,v7bsp_memory_bandit_reader,4,3.0,0.0,3.0,0.41090909090909067,0.38181818181818167,0.3963636363636362,0.9,0.5586181818181817,55,/home/iiserver31/projects/FedE4RAG-main/V7-agent-BSP/outputs/pprag_fl_v7agentbsp/v7bsp_main/num5_dir_a03_imb00_ts0_v7hp1/agent-bsp-memory-bandit-reader_k3_w1_s4_enc0_score-downstream_value_budget-fixed_hist11_client1_block1_hard1_util1_ep1_cov1_mem1_dyn1_ecw000_slotdyn_pmf1r1i1bg1dh0,/home/iiserver31/projects/FedE4RAG-main/V7-agent-BSP/analysis/strict_runs/v7bsp_main/num5_dir_a03_imb00_ts0_v7hp1/agent-bsp-memory-bandit-reader_k3_w1_s4_enc0_score-downstream_value_budget-fixed_hist11_client1_block1_hard1_util1_ep1_cov1_mem1_dyn1_ecw000_slotdyn_pmf1r1i1bg1dh0,3.0,0.0
