avg_budget_topk_mean,avg_budget_topk_std,avg_hn_loss_mean,avg_hn_loss_std,avg_predicted_budget_ratio_mean,avg_predicted_budget_ratio_std,budget_mode,communication_reduction_mean,communication_reduction_std,estimate_encryption,layerwise_budget,overall_payload_ratio_mean,overall_payload_ratio_std,score_mode,seed_count,seed_list,strategy,suite_tag,task_name,topk_blocks,use_client_embedding,use_history_features,utility_per_payload_mean,utility_per_payload_std,warmup_rounds
2.8800000000000003,4.440892098500626e-16,0.0,0.0,0.0,0.0,fixed,0.756947386388879,0.003212313146492211,False,False,0.24305261361112085,0.0032123131464922025,importance,3,"0,1,2",delta_norm,v6_main,num5_dir_a03_imb00_ts0_v6,3,True,True,1.3521260879906161e-08,1.912021999155269e-10,1
13.44,0.0,0.0,0.0,0.0,0.0,fixed,0.0,0.0,False,False,1.0,0.0,importance,3,"0,1,2",full,v6_main,num5_dir_a03_imb00_ts0_v6,0,True,True,2.980376023332174e-09,1.1652055779912522e-11,1
2.8800000000000003,4.440892098500626e-16,0.006236547949723901,9.869211217882028e-05,0.44305547753969826,0.03969967093417967,adaptive,0.7732042977564214,0.0019068689152045813,False,False,0.22679570224357848,0.0019068689152045924,value,3,"0,1,2",hypernet_v3,v6_main,num5_dir_a03_imb00_ts0_v6,3,True,True,1.4690739412304411e-08,6.208701188310345e-11,1
2.8800000000000003,4.440892098500626e-16,0.006236548134164576,9.869168876808267e-05,0.0,0.0,fixed,0.7732042977564214,0.0019068689152045813,False,False,0.22679570224357848,0.0019068689152045924,downstream_value,3,"0,1,2",hypernet_v6,v6_main,num5_dir_a03_imb00_ts0_v6,3,True,True,1.4690739412304411e-08,6.208701188310345e-11,1
2.8800000000000003,4.440892098500626e-16,0.0,0.0,0.0,0.0,fixed,0.7425145008359347,0.0015456686642501961,False,False,0.2574854991640653,0.0015456686642501961,importance,3,"0,1,2",random,v6_main,num5_dir_a03_imb00_ts0_v6,3,True,True,1.2834229683707773e-08,6.985501539169285e-11,1
